,Time,OD,well,sample,species,carbon_source,concentration
51,25.98611111111111,0.18619999999999998,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
52,26.48611111111111,0.17226666666666668,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
53,26.98611111111111,0.18463333333333332,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
54,27.48611111111111,0.18460000000000004,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
55,27.98611111111111,0.18389999999999995,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
56,28.48611111111111,0.2005,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
57,28.98611111111111,0.20463333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
58,29.48611111111111,0.2118666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
59,29.98611111111111,0.2277333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
60,30.48611111111111,0.24360000000000004,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
61,30.98611111111111,0.2471666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
62,31.48611111111111,0.2725,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
63,31.98611111111111,0.29786666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
64,32.486111111111114,0.32693333333333335,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
65,32.986111111111114,0.3488,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
66,33.486111111111114,0.38283333333333336,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
67,33.986111111111114,0.41050000000000003,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
68,34.48611111111111,0.4403333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
69,34.98611111111111,0.45449999999999996,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
70,35.48611111111111,0.47759999999999997,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
71,35.98611111111111,0.4936,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
72,36.48611111111111,0.5051333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
73,36.98611111111111,0.5115000000000001,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
74,37.48611111111111,0.5135333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
75,37.98611111111111,0.5336666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
76,38.48611111111111,0.5433666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
77,38.98611111111111,0.5551,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
78,39.48611111111111,0.5688,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
79,39.98611111111111,0.5710333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
80,40.48611111111111,0.5765333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
81,40.98611111111111,0.5818666666666666,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
82,41.48611111111111,0.5894333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
83,41.98611111111111,0.5976333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
84,42.48611111111111,0.6087666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
85,42.98611111111111,0.6126666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
86,43.48611111111111,0.6275666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
87,43.98611111111111,0.629,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
88,44.48611111111111,0.6381333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
89,44.98611111111111,0.6430666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
90,45.48611111111111,0.6685,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
91,45.98611111111111,0.6628666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
92,46.48611111111111,0.6761666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
93,46.98611111111111,0.6944333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
94,47.48611111111111,0.6857000000000001,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
95,47.98611111111111,0.6926666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
96,48.48611111111111,0.7280666666666666,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
97,48.98611111111111,0.7306,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
98,49.48611111111111,0.7247666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
99,49.98611111111111,0.7412333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
100,50.48611111111111,0.7378,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
101,50.98611111111111,0.7512333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
102,51.48611111111111,0.7616666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
103,51.98611111111111,0.7680666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
104,52.48611111111111,0.7786,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
105,52.98611111111111,0.7793,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
106,53.48611111111111,0.7838333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
107,53.98611111111111,0.7928666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
108,54.48611111111111,0.7939333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
109,54.98611111111111,0.8099000000000001,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
110,55.48611111111111,0.8148666666666666,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
111,55.98611111111111,0.8202666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
112,56.48611111111111,0.8336333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
113,56.98611111111111,0.8373666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
114,57.48611111111111,0.8484666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
115,57.98611111111111,0.8533333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
116,58.48611111111111,0.8492,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
117,58.98611111111111,0.8517333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
118,59.48611111111111,0.8729666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
119,59.98611111111111,0.8657333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
120,60.48611111111111,0.8727333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
121,60.98611111111111,0.8818,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
122,61.48611111111111,0.8900333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
123,61.98611111111111,0.8952333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
124,62.48611111111111,0.8947,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
125,62.98611111111111,0.8960666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
126,63.48611111111111,0.9013666666666666,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
127,63.98611111111111,0.9240666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
128,64.48611111111111,0.9241666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
129,64.98611111111111,0.9312666666666668,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
130,65.48611111111111,0.9289999999999999,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
131,65.98611111111111,0.9307666666666666,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
132,66.48611111111111,0.9290333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
133,66.98611111111111,0.9321666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
134,67.48611111111111,0.9419333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
135,67.98611111111111,0.9259333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
136,68.48611111111111,0.9326666666666668,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
137,68.98611111111111,0.9270999999999999,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
138,69.48611111111111,0.9284333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
139,69.98611111111111,0.9249333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
140,70.48611111111111,0.9404333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
141,70.98611111111111,0.9310666666666666,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
142,71.48611111111111,0.9326333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
143,71.98611111111111,0.9293999999999999,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
144,72.48611111111111,0.9115999999999999,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
145,72.98611111111111,0.9123666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
146,73.48611111111111,0.9102666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
147,73.98611111111111,0.9258333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
148,74.48611111111111,0.9044666666666666,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
149,74.98611111111111,0.8992333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
150,75.48611111111111,0.8928333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
151,0.4861111111111111,-0.012266666666666662,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
152,0.986111111111111,-0.009999999999999995,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
153,1.4861111111111112,-0.005933333333333318,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
154,1.9861111111111112,-0.006099999999999994,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
155,2.486111111111111,-0.007233333333333342,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
156,2.986111111111111,-0.006599999999999995,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
157,3.486111111111111,-0.006466666666666676,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
158,3.986111111111111,-0.006433333333333319,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
159,4.486111111111112,-0.006100000000000008,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
160,4.986111111111112,-0.0060666666666666785,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
161,5.486111111111112,-0.00576666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
162,5.986111111111112,-0.005333333333333343,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
163,6.486111111111112,-0.004799999999999999,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
164,6.986111111111112,-0.00470000000000001,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
165,7.486111111111112,-0.0033666666666666706,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
166,7.986111111111112,-0.0006000000000000172,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
167,8.48611111111111,-0.0007999999999999952,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
168,8.98611111111111,0.002066666666666661,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
169,9.48611111111111,0.004600000000000007,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
170,9.98611111111111,0.0074333333333333335,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
171,10.48611111111111,0.01076666666666666,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
172,10.98611111111111,0.013833333333333336,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
173,11.48611111111111,0.017299999999999996,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
174,11.98611111111111,0.019299999999999998,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
175,12.48611111111111,0.022466666666666663,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
176,12.98611111111111,0.027366666666666664,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
177,13.48611111111111,0.03266666666666668,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
178,13.98611111111111,0.03806666666666665,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
179,14.48611111111111,0.04439999999999998,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
180,14.98611111111111,0.0518,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
181,15.48611111111111,0.05323333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
182,15.98611111111111,0.06553333333333335,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
183,16.48611111111111,0.0734,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
184,16.98611111111111,0.07129999999999999,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
185,17.48611111111111,0.07596666666666668,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
186,17.98611111111111,0.07703333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
187,18.48611111111111,0.08040000000000001,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
188,18.98611111111111,0.08483333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
189,19.48611111111111,0.08419999999999998,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
190,19.98611111111111,0.08866666666666666,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
191,20.48611111111111,0.0999,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
192,20.98611111111111,0.1067,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
193,21.48611111111111,0.1134,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
194,21.98611111111111,0.11799999999999998,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
195,22.48611111111111,0.1199,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
196,22.98611111111111,0.13093333333333335,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
197,23.48611111111111,0.14133333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
198,23.98611111111111,0.14836666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
199,24.48611111111111,0.1596333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
200,24.98611111111111,0.17566666666666664,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
201,25.48611111111111,0.1755,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
202,25.98611111111111,0.18619999999999998,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
203,26.48611111111111,0.17226666666666668,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
204,26.98611111111111,0.18463333333333332,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
205,27.48611111111111,0.18460000000000004,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
206,27.98611111111111,0.18389999999999995,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
207,28.48611111111111,0.2005,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
208,28.98611111111111,0.20463333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
209,29.48611111111111,0.2118666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
210,29.98611111111111,0.2277333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
211,30.48611111111111,0.24360000000000004,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
212,30.98611111111111,0.2471666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
213,31.48611111111111,0.2725,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
214,31.98611111111111,0.29786666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
215,32.486111111111114,0.32693333333333335,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
216,32.986111111111114,0.3488,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
217,33.486111111111114,0.38283333333333336,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
218,33.986111111111114,0.41050000000000003,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
219,34.48611111111111,0.4403333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
220,34.98611111111111,0.45449999999999996,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
221,35.48611111111111,0.47759999999999997,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
222,35.98611111111111,0.4936,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
223,36.48611111111111,0.5051333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
224,36.98611111111111,0.5115000000000001,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
225,37.48611111111111,0.5135333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
226,37.98611111111111,0.5336666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
227,38.48611111111111,0.5433666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
228,38.98611111111111,0.5551,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
229,39.48611111111111,0.5688,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
230,39.98611111111111,0.5710333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
231,40.48611111111111,0.5765333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
232,40.98611111111111,0.5818666666666666,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
233,41.48611111111111,0.5894333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
234,41.98611111111111,0.5976333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
235,42.48611111111111,0.6087666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
236,42.98611111111111,0.6126666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
237,43.48611111111111,0.6275666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
238,43.98611111111111,0.629,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
239,44.48611111111111,0.6381333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
240,44.98611111111111,0.6430666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
241,45.48611111111111,0.6685,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
242,45.98611111111111,0.6628666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
243,46.48611111111111,0.6761666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
244,46.98611111111111,0.6944333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
245,47.48611111111111,0.6857000000000001,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
246,47.98611111111111,0.6926666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
247,48.48611111111111,0.7280666666666666,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
248,48.98611111111111,0.7306,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
249,49.48611111111111,0.7247666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
250,49.98611111111111,0.7412333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
251,50.48611111111111,0.7378,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
252,50.98611111111111,0.7512333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
253,51.48611111111111,0.7616666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
254,51.98611111111111,0.7680666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
255,52.48611111111111,0.7786,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
256,52.98611111111111,0.7793,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
257,53.48611111111111,0.7838333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
258,53.98611111111111,0.7928666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
259,54.48611111111111,0.7939333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
260,54.98611111111111,0.8099000000000001,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
261,55.48611111111111,0.8148666666666666,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
262,55.98611111111111,0.8202666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
263,56.48611111111111,0.8336333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
264,56.98611111111111,0.8373666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
265,57.48611111111111,0.8484666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
266,57.98611111111111,0.8533333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
267,58.48611111111111,0.8492,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
268,58.98611111111111,0.8517333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
269,59.48611111111111,0.8729666666666667,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
270,59.98611111111111,0.8657333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
271,60.48611111111111,0.8727333333333334,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
272,60.98611111111111,0.8818,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
273,61.48611111111111,0.8900333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
274,61.98611111111111,0.8952333333333333,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
275,62.48611111111111,0.8947,A3,S1B1,Agrobacterium Tumefaciens,Acetate,45.0
