linegroup,carbon_source,cs_conc,base_media
240623_growth_phenotyping_oa_H6,Sucrose,7.5,M9 + HMB
240623_growth_phenotyping_oa_C9,Glycine,45.0,M9 + HMB
240623_growth_phenotyping_oa_C9,Glycine,45.0,M9 + HMB
240623_growth_phenotyping_oa_C9,Glycine,45.0,M9 + HMB
240623_growth_phenotyping_oa_G12,Proline,18.0,M9 + HMB
240623_growth_phenotyping_oa_G12,Proline,18.0,M9 + HMB
240623_growth_phenotyping_oa_G12,Proline,18.0,M9 + HMB
240623_growth_phenotyping_oa_B6,D-xylose,18.0,M9 + HMB
240623_growth_phenotyping_oa_B6,D-xylose,18.0,M9 + HMB
240623_growth_phenotyping_oa_B6,D-xylose,18.0,M9 + HMB
240623_growth_phenotyping_oa_A9,Cysteine,30.0,M9 + HMB
240623_growth_phenotyping_oa_A9,Cysteine,30.0,M9 + HMB
240623_growth_phenotyping_oa_A9,Cysteine,30.0,M9 + HMB
240623_growth_phenotyping_oa_C12,Inosine,9.0,M9 + HMB
240623_growth_phenotyping_oa_C12,Inosine,9.0,M9 + HMB
240623_growth_phenotyping_oa_C12,Inosine,9.0,M9 + HMB
240623_growth_phenotyping_oa_C6,Glycerol,30.0,M9 + HMB
240623_growth_phenotyping_oa_C6,Glycerol,30.0,M9 + HMB
240623_growth_phenotyping_oa_C6,Glycerol,30.0,M9 + HMB
240623_growth_phenotyping_oa_C3,Glutarate,18.0,M9 + HMB
240623_growth_phenotyping_oa_C3,Glutarate,18.0,M9 + HMB
240623_growth_phenotyping_oa_C3,Glutarate,18.0,M9 + HMB
240623_growth_phenotyping_oa_D9,L-aspartate,22.5,M9 + HMB
240623_growth_phenotyping_oa_D9,L-aspartate,22.5,M9 + HMB
240623_growth_phenotyping_oa_D9,L-aspartate,22.5,M9 + HMB
240623_growth_phenotyping_oa_H9,Uridine,10.0,M9 + HMB
240623_growth_phenotyping_oa_H9,Uridine,10.0,M9 + HMB
240623_growth_phenotyping_oa_H9,Uridine,10.0,M9 + HMB
240623_growth_phenotyping_oa_B3,D-glucose,15.0,M9 + HMB
240623_growth_phenotyping_oa_B3,D-glucose,15.0,M9 + HMB
240623_growth_phenotyping_oa_B3,D-glucose,15.0,M9 + HMB
240623_growth_phenotyping_oa_F9,Mannitol,15.0,M9 + HMB
240623_growth_phenotyping_oa_F9,Mannitol,15.0,M9 + HMB
240623_growth_phenotyping_oa_F9,Mannitol,15.0,M9 + HMB
240623_growth_phenotyping_oa_F6,Malate,22.2,M9 + HMB
240623_growth_phenotyping_oa_F6,Malate,22.2,M9 + HMB
240623_growth_phenotyping_oa_F6,Malate,22.2,M9 + HMB
240623_growth_phenotyping_oa_D12,L-glutamate,18.0,M9 + HMB
240623_growth_phenotyping_oa_D12,L-glutamate,18.0,M9 + HMB
240623_growth_phenotyping_oa_D12,L-glutamate,18.0,M9 + HMB
240623_growth_phenotyping_oa_A3,Acetate,45.0,M9 + HMB
240623_growth_phenotyping_oa_A3,Acetate,45.0,M9 + HMB
240623_growth_phenotyping_oa_A3,Acetate,45.0,M9 + HMB
240623_growth_phenotyping_oa_E12,L-lactate,30.0,M9 + HMB
240623_growth_phenotyping_oa_E12,L-lactate,30.0,M9 + HMB
240623_growth_phenotyping_oa_E12,L-lactate,30.0,M9 + HMB
240623_growth_phenotyping_oa_F12,Mannose,15.0,M9 + HMB
240623_growth_phenotyping_oa_F12,Mannose,15.0,M9 + HMB
240623_growth_phenotyping_oa_F12,Mannose,15.0,M9 + HMB
240623_growth_phenotyping_oa_A6,Adenosine,9.0,M9 + HMB
240623_growth_phenotyping_oa_A6,Adenosine,9.0,M9 + HMB
240623_growth_phenotyping_oa_A6,Adenosine,9.0,M9 + HMB
240623_growth_phenotyping_oa_G6,Orotate,18.0,M9 + HMB
240623_growth_phenotyping_oa_G6,Orotate,18.0,M9 + HMB
240623_growth_phenotyping_oa_G6,Orotate,18.0,M9 + HMB
240623_growth_phenotyping_oa_D3,L-alanine,30.0,M9 + HMB
240623_growth_phenotyping_oa_D3,L-alanine,30.0,M9 + HMB
240623_growth_phenotyping_oa_D3,L-alanine,30.0,M9 + HMB
240623_growth_phenotyping_oa_G3,Myo-inositol,15.0,M9 + HMB
240623_growth_phenotyping_oa_G3,Myo-inositol,15.0,M9 + HMB
240623_growth_phenotyping_oa_G3,Myo-inositol,15.0,M9 + HMB
240623_growth_phenotyping_oa_G9,Phenylalanine,10.0,M9 + HMB
240623_growth_phenotyping_oa_G9,Phenylalanine,10.0,M9 + HMB
240623_growth_phenotyping_oa_G9,Phenylalanine,10.0,M9 + HMB
240623_growth_phenotyping_oa_F3,L-leucine,15.0,M9 + HMB
240623_growth_phenotyping_oa_F3,L-leucine,15.0,M9 + HMB
240623_growth_phenotyping_oa_F3,L-leucine,15.0,M9 + HMB
240623_growth_phenotyping_oa_A12,D-arabinose,18.0,M9 + HMB
240623_growth_phenotyping_oa_A12,D-arabinose,18.0,M9 + HMB
240623_growth_phenotyping_oa_A12,D-arabinose,18.0,M9 + HMB
240623_growth_phenotyping_oa_E3,L-glutamine,18.0,M9 + HMB
240623_growth_phenotyping_oa_E3,L-glutamine,18.0,M9 + HMB
240623_growth_phenotyping_oa_E3,L-glutamine,18.0,M9 + HMB
240623_growth_phenotyping_oa_E9,L-isoleucine,15.0,M9 + HMB
240623_growth_phenotyping_oa_E9,L-isoleucine,15.0,M9 + HMB
240623_growth_phenotyping_oa_E9,L-isoleucine,15.0,M9 + HMB
240623_growth_phenotyping_oa_H3,Ribose,18.0,M9 + HMB
240623_growth_phenotyping_oa_H3,Ribose,18.0,M9 + HMB
240623_growth_phenotyping_oa_H3,Ribose,18.0,M9 + HMB
