linegroup,species
240623_growth_phenotyping_ct_B3,Comamonas testosteroni
240623_growth_phenotyping_ct_B3,Comamonas testosteroni
240623_growth_phenotyping_ct_B3,Comamonas testosteroni
240623_growth_phenotyping_ct_F9,Comamonas testosteroni
240623_growth_phenotyping_ct_F9,Comamonas testosteroni
240623_growth_phenotyping_ct_F9,Comamonas testosteroni
240623_growth_phenotyping_ct_F6,Comamonas testosteroni
240623_growth_phenotyping_ct_F6,Comamonas testosteroni
240623_growth_phenotyping_ct_F6,Comamonas testosteroni
240623_growth_phenotyping_ct_D12,Comamonas testosteroni
240623_growth_phenotyping_ct_D12,Comamonas testosteroni
240623_growth_phenotyping_ct_D12,Comamonas testosteroni
240623_growth_phenotyping_ct_A3,Comamonas testosteroni
240623_growth_phenotyping_ct_A3,Comamonas testosteroni
240623_growth_phenotyping_ct_A3,Comamonas testosteroni
240623_growth_phenotyping_ct_E12,Comamonas testosteroni
240623_growth_phenotyping_ct_E12,Comamonas testosteroni
240623_growth_phenotyping_ct_E12,Comamonas testosteroni
240623_growth_phenotyping_ct_F12,Comamonas testosteroni
240623_growth_phenotyping_ct_F12,Comamonas testosteroni
240623_growth_phenotyping_ct_F12,Comamonas testosteroni
240623_growth_phenotyping_ct_A6,Comamonas testosteroni
240623_growth_phenotyping_ct_A6,Comamonas testosteroni
240623_growth_phenotyping_ct_A6,Comamonas testosteroni
240623_growth_phenotyping_ct_G6,Comamonas testosteroni
240623_growth_phenotyping_ct_G6,Comamonas testosteroni
240623_growth_phenotyping_ct_G6,Comamonas testosteroni
240623_growth_phenotyping_ct_D3,Comamonas testosteroni
240623_growth_phenotyping_ct_D3,Comamonas testosteroni
240623_growth_phenotyping_ct_D3,Comamonas testosteroni
240623_growth_phenotyping_ct_G3,Comamonas testosteroni
240623_growth_phenotyping_ct_G3,Comamonas testosteroni
240623_growth_phenotyping_ct_G3,Comamonas testosteroni
240623_growth_phenotyping_ct_G9,Comamonas testosteroni
240623_growth_phenotyping_ct_G9,Comamonas testosteroni
240623_growth_phenotyping_ct_G9,Comamonas testosteroni
240623_growth_phenotyping_ct_F3,Comamonas testosteroni
240623_growth_phenotyping_ct_F3,Comamonas testosteroni
240623_growth_phenotyping_ct_F3,Comamonas testosteroni
240623_growth_phenotyping_ct_A12,Comamonas testosteroni
240623_growth_phenotyping_ct_A12,Comamonas testosteroni
240623_growth_phenotyping_ct_A12,Comamonas testosteroni
240623_growth_phenotyping_ct_E3,Comamonas testosteroni
240623_growth_phenotyping_ct_E3,Comamonas testosteroni
240623_growth_phenotyping_ct_E3,Comamonas testosteroni
240623_growth_phenotyping_ct_E9,Comamonas testosteroni
240623_growth_phenotyping_ct_E9,Comamonas testosteroni
240623_growth_phenotyping_ct_E9,Comamonas testosteroni
240623_growth_phenotyping_ct_H3,Comamonas testosteroni
240623_growth_phenotyping_ct_H3,Comamonas testosteroni
240623_growth_phenotyping_ct_H3,Comamonas testosteroni
240623_growth_phenotyping_ml_E6,Microbacterium liquefaciens
240623_growth_phenotyping_ml_E6,Microbacterium liquefaciens
240623_growth_phenotyping_ml_E6,Microbacterium liquefaciens
240623_growth_phenotyping_ml_B12,Microbacterium liquefaciens
240623_growth_phenotyping_ml_B12,Microbacterium liquefaciens
240623_growth_phenotyping_ml_B12,Microbacterium liquefaciens
240623_growth_phenotyping_ml_B9,Microbacterium liquefaciens
240623_growth_phenotyping_ml_B9,Microbacterium liquefaciens
240623_growth_phenotyping_ml_B9,Microbacterium liquefaciens
240623_growth_phenotyping_ml_D6,Microbacterium liquefaciens
240623_growth_phenotyping_ml_D6,Microbacterium liquefaciens
240623_growth_phenotyping_ml_D6,Microbacterium liquefaciens
240623_growth_phenotyping_ml_H6,Microbacterium liquefaciens
240623_growth_phenotyping_ml_H6,Microbacterium liquefaciens
240623_growth_phenotyping_ml_H6,Microbacterium liquefaciens
240623_growth_phenotyping_ml_C9,Microbacterium liquefaciens
240623_growth_phenotyping_ml_C9,Microbacterium liquefaciens
240623_growth_phenotyping_ml_C9,Microbacterium liquefaciens
240623_growth_phenotyping_ml_G12,Microbacterium liquefaciens
240623_growth_phenotyping_ml_G12,Microbacterium liquefaciens
240623_growth_phenotyping_ml_G12,Microbacterium liquefaciens
240623_growth_phenotyping_ml_B6,Microbacterium liquefaciens
240623_growth_phenotyping_ml_B6,Microbacterium liquefaciens
240623_growth_phenotyping_ml_B6,Microbacterium liquefaciens
240623_growth_phenotyping_ml_A9,Microbacterium liquefaciens
240623_growth_phenotyping_ml_A9,Microbacterium liquefaciens
240623_growth_phenotyping_ml_A9,Microbacterium liquefaciens
240623_growth_phenotyping_ml_C12,Microbacterium liquefaciens
240623_growth_phenotyping_ml_C12,Microbacterium liquefaciens
240623_growth_phenotyping_ml_C12,Microbacterium liquefaciens
240623_growth_phenotyping_ml_C6,Microbacterium liquefaciens
240623_growth_phenotyping_ml_C6,Microbacterium liquefaciens
240623_growth_phenotyping_ml_C6,Microbacterium liquefaciens
240623_growth_phenotyping_ml_C3,Microbacterium liquefaciens
240623_growth_phenotyping_ml_C3,Microbacterium liquefaciens
240623_growth_phenotyping_ml_C3,Microbacterium liquefaciens
240623_growth_phenotyping_ml_D9,Microbacterium liquefaciens
240623_growth_phenotyping_ml_D9,Microbacterium liquefaciens
240623_growth_phenotyping_ml_D9,Microbacterium liquefaciens
240623_growth_phenotyping_ml_H9,Microbacterium liquefaciens
240623_growth_phenotyping_ml_H9,Microbacterium liquefaciens
240623_growth_phenotyping_ml_H9,Microbacterium liquefaciens
240623_growth_phenotyping_ml_B3,Microbacterium liquefaciens
240623_growth_phenotyping_ml_B3,Microbacterium liquefaciens
240623_growth_phenotyping_ml_B3,Microbacterium liquefaciens
240623_growth_phenotyping_ml_F9,Microbacterium liquefaciens
240623_growth_phenotyping_ml_F9,Microbacterium liquefaciens
240623_growth_phenotyping_ml_F9,Microbacterium liquefaciens
240623_growth_phenotyping_ml_F6,Microbacterium liquefaciens
240623_growth_phenotyping_ml_F6,Microbacterium liquefaciens
240623_growth_phenotyping_ml_F6,Microbacterium liquefaciens
240623_growth_phenotyping_ml_D12,Microbacterium liquefaciens
240623_growth_phenotyping_ml_D12,Microbacterium liquefaciens
240623_growth_phenotyping_ml_D12,Microbacterium liquefaciens
240623_growth_phenotyping_ml_A3,Microbacterium liquefaciens
240623_growth_phenotyping_ml_A3,Microbacterium liquefaciens
240623_growth_phenotyping_ml_A3,Microbacterium liquefaciens
240623_growth_phenotyping_ml_E12,Microbacterium liquefaciens
240623_growth_phenotyping_ml_E12,Microbacterium liquefaciens
240623_growth_phenotyping_ml_E12,Microbacterium liquefaciens
240623_growth_phenotyping_ml_F12,Microbacterium liquefaciens
240623_growth_phenotyping_ml_F12,Microbacterium liquefaciens
240623_growth_phenotyping_ml_F12,Microbacterium liquefaciens
240623_growth_phenotyping_ml_A6,Microbacterium liquefaciens
240623_growth_phenotyping_ml_A6,Microbacterium liquefaciens
240623_growth_phenotyping_ml_A6,Microbacterium liquefaciens
240623_growth_phenotyping_ml_G6,Microbacterium liquefaciens
240623_growth_phenotyping_ml_G6,Microbacterium liquefaciens
240623_growth_phenotyping_ml_G6,Microbacterium liquefaciens
240623_growth_phenotyping_ml_D3,Microbacterium liquefaciens
240623_growth_phenotyping_ml_D3,Microbacterium liquefaciens
240623_growth_phenotyping_ml_D3,Microbacterium liquefaciens
240623_growth_phenotyping_ml_G3,Microbacterium liquefaciens
240623_growth_phenotyping_ml_G3,Microbacterium liquefaciens
240623_growth_phenotyping_ml_G3,Microbacterium liquefaciens
240623_growth_phenotyping_ml_G9,Microbacterium liquefaciens
240623_growth_phenotyping_ml_G9,Microbacterium liquefaciens
240623_growth_phenotyping_ml_G9,Microbacterium liquefaciens
240623_growth_phenotyping_ml_F3,Microbacterium liquefaciens
240623_growth_phenotyping_ml_F3,Microbacterium liquefaciens
240623_growth_phenotyping_ml_F3,Microbacterium liquefaciens
240623_growth_phenotyping_ml_A12,Microbacterium liquefaciens
240623_growth_phenotyping_ml_A12,Microbacterium liquefaciens
240623_growth_phenotyping_ml_A12,Microbacterium liquefaciens
240623_growth_phenotyping_ml_E3,Microbacterium liquefaciens
240623_growth_phenotyping_ml_E3,Microbacterium liquefaciens
240623_growth_phenotyping_ml_E3,Microbacterium liquefaciens
240623_growth_phenotyping_ml_E9,Microbacterium liquefaciens
240623_growth_phenotyping_ml_E9,Microbacterium liquefaciens
240623_growth_phenotyping_ml_E9,Microbacterium liquefaciens
240623_growth_phenotyping_ml_H3,Microbacterium liquefaciens
240623_growth_phenotyping_ml_H3,Microbacterium liquefaciens
240623_growth_phenotyping_ml_H3,Microbacterium liquefaciens
240623_growth_phenotyping_at_E6,Agrobacterium tumefaciens
240623_growth_phenotyping_at_E6,Agrobacterium tumefaciens
240623_growth_phenotyping_at_E6,Agrobacterium tumefaciens
240623_growth_phenotyping_at_B12,Agrobacterium tumefaciens
240623_growth_phenotyping_at_B12,Agrobacterium tumefaciens
240623_growth_phenotyping_at_B12,Agrobacterium tumefaciens
240623_growth_phenotyping_at_B9,Agrobacterium tumefaciens
240623_growth_phenotyping_at_B9,Agrobacterium tumefaciens
240623_growth_phenotyping_at_B9,Agrobacterium tumefaciens
240623_growth_phenotyping_at_D6,Agrobacterium tumefaciens
240623_growth_phenotyping_at_D6,Agrobacterium tumefaciens
240623_growth_phenotyping_at_D6,Agrobacterium tumefaciens
240623_growth_phenotyping_at_H6,Agrobacterium tumefaciens
240623_growth_phenotyping_at_H6,Agrobacterium tumefaciens
240623_growth_phenotyping_at_H6,Agrobacterium tumefaciens
240623_growth_phenotyping_at_C9,Agrobacterium tumefaciens
240623_growth_phenotyping_at_C9,Agrobacterium tumefaciens
240623_growth_phenotyping_at_C9,Agrobacterium tumefaciens
240623_growth_phenotyping_at_G12,Agrobacterium tumefaciens
240623_growth_phenotyping_at_G12,Agrobacterium tumefaciens
240623_growth_phenotyping_at_G12,Agrobacterium tumefaciens
240623_growth_phenotyping_at_B6,Agrobacterium tumefaciens
240623_growth_phenotyping_at_B6,Agrobacterium tumefaciens
240623_growth_phenotyping_at_B6,Agrobacterium tumefaciens
240623_growth_phenotyping_at_A9,Agrobacterium tumefaciens
240623_growth_phenotyping_at_A9,Agrobacterium tumefaciens
240623_growth_phenotyping_at_A9,Agrobacterium tumefaciens
240623_growth_phenotyping_at_C12,Agrobacterium tumefaciens
240623_growth_phenotyping_at_C12,Agrobacterium tumefaciens
240623_growth_phenotyping_at_C12,Agrobacterium tumefaciens
240623_growth_phenotyping_at_C6,Agrobacterium tumefaciens
240623_growth_phenotyping_at_C6,Agrobacterium tumefaciens
240623_growth_phenotyping_at_C6,Agrobacterium tumefaciens
240623_growth_phenotyping_at_C3,Agrobacterium tumefaciens
240623_growth_phenotyping_at_C3,Agrobacterium tumefaciens
240623_growth_phenotyping_at_C3,Agrobacterium tumefaciens
240623_growth_phenotyping_at_D9,Agrobacterium tumefaciens
240623_growth_phenotyping_at_D9,Agrobacterium tumefaciens
240623_growth_phenotyping_at_D9,Agrobacterium tumefaciens
240623_growth_phenotyping_at_H9,Agrobacterium tumefaciens
240623_growth_phenotyping_at_H9,Agrobacterium tumefaciens
240623_growth_phenotyping_at_H9,Agrobacterium tumefaciens
240623_growth_phenotyping_at_B3,Agrobacterium tumefaciens
240623_growth_phenotyping_at_B3,Agrobacterium tumefaciens
240623_growth_phenotyping_at_B3,Agrobacterium tumefaciens
240623_growth_phenotyping_at_F9,Agrobacterium tumefaciens
240623_growth_phenotyping_at_F9,Agrobacterium tumefaciens
240623_growth_phenotyping_at_F9,Agrobacterium tumefaciens
240623_growth_phenotyping_at_F6,Agrobacterium tumefaciens
240623_growth_phenotyping_at_F6,Agrobacterium tumefaciens
240623_growth_phenotyping_at_F6,Agrobacterium tumefaciens
240623_growth_phenotyping_at_D12,Agrobacterium tumefaciens
240623_growth_phenotyping_at_D12,Agrobacterium tumefaciens
240623_growth_phenotyping_at_D12,Agrobacterium tumefaciens
240623_growth_phenotyping_at_A3,Agrobacterium tumefaciens
240623_growth_phenotyping_at_A3,Agrobacterium tumefaciens
240623_growth_phenotyping_at_A3,Agrobacterium tumefaciens
240623_growth_phenotyping_at_E12,Agrobacterium tumefaciens
240623_growth_phenotyping_at_E12,Agrobacterium tumefaciens
240623_growth_phenotyping_at_E12,Agrobacterium tumefaciens
240623_growth_phenotyping_at_F12,Agrobacterium tumefaciens
240623_growth_phenotyping_at_F12,Agrobacterium tumefaciens
240623_growth_phenotyping_at_F12,Agrobacterium tumefaciens
240623_growth_phenotyping_at_A6,Agrobacterium tumefaciens
240623_growth_phenotyping_at_A6,Agrobacterium tumefaciens
240623_growth_phenotyping_at_A6,Agrobacterium tumefaciens
240623_growth_phenotyping_at_G6,Agrobacterium tumefaciens
240623_growth_phenotyping_at_G6,Agrobacterium tumefaciens
240623_growth_phenotyping_at_G6,Agrobacterium tumefaciens
240623_growth_phenotyping_at_D3,Agrobacterium tumefaciens
240623_growth_phenotyping_at_D3,Agrobacterium tumefaciens
240623_growth_phenotyping_at_D3,Agrobacterium tumefaciens
240623_growth_phenotyping_at_G3,Agrobacterium tumefaciens
240623_growth_phenotyping_at_G3,Agrobacterium tumefaciens
240623_growth_phenotyping_at_G3,Agrobacterium tumefaciens
240623_growth_phenotyping_at_G9,Agrobacterium tumefaciens
240623_growth_phenotyping_at_G9,Agrobacterium tumefaciens
240623_growth_phenotyping_at_G9,Agrobacterium tumefaciens
240623_growth_phenotyping_at_F3,Agrobacterium tumefaciens
240623_growth_phenotyping_at_F3,Agrobacterium tumefaciens
240623_growth_phenotyping_at_F3,Agrobacterium tumefaciens
240623_growth_phenotyping_at_A12,Agrobacterium tumefaciens
240623_growth_phenotyping_at_A12,Agrobacterium tumefaciens
240623_growth_phenotyping_at_A12,Agrobacterium tumefaciens
240623_growth_phenotyping_at_E3,Agrobacterium tumefaciens
240623_growth_phenotyping_at_E3,Agrobacterium tumefaciens
240623_growth_phenotyping_at_E3,Agrobacterium tumefaciens
240623_growth_phenotyping_at_E9,Agrobacterium tumefaciens
240623_growth_phenotyping_at_E9,Agrobacterium tumefaciens
240623_growth_phenotyping_at_E9,Agrobacterium tumefaciens
240623_growth_phenotyping_at_H3,Agrobacterium tumefaciens
240623_growth_phenotyping_at_H3,Agrobacterium tumefaciens
240623_growth_phenotyping_at_H3,Agrobacterium tumefaciens
240623_growth_phenotyping_oa_E6,Ochrobactrum anthropi
240623_growth_phenotyping_oa_E6,Ochrobactrum anthropi
240623_growth_phenotyping_oa_E6,Ochrobactrum anthropi
240623_growth_phenotyping_oa_B12,Ochrobactrum anthropi
240623_growth_phenotyping_oa_B12,Ochrobactrum anthropi
240623_growth_phenotyping_oa_B12,Ochrobactrum anthropi
240623_growth_phenotyping_oa_B9,Ochrobactrum anthropi
240623_growth_phenotyping_oa_B9,Ochrobactrum anthropi
240623_growth_phenotyping_oa_B9,Ochrobactrum anthropi
240623_growth_phenotyping_oa_D6,Ochrobactrum anthropi
240623_growth_phenotyping_oa_D6,Ochrobactrum anthropi
240623_growth_phenotyping_oa_D6,Ochrobactrum anthropi
240623_growth_phenotyping_oa_H6,Ochrobactrum anthropi
240623_growth_phenotyping_oa_H6,Ochrobactrum anthropi
240623_growth_phenotyping_oa_H6,Ochrobactrum anthropi
240623_growth_phenotyping_oa_C9,Ochrobactrum anthropi
240623_growth_phenotyping_oa_C9,Ochrobactrum anthropi
240623_growth_phenotyping_oa_C9,Ochrobactrum anthropi
240623_growth_phenotyping_oa_G12,Ochrobactrum anthropi
240623_growth_phenotyping_oa_G12,Ochrobactrum anthropi
240623_growth_phenotyping_oa_G12,Ochrobactrum anthropi
240623_growth_phenotyping_oa_B6,Ochrobactrum anthropi
240623_growth_phenotyping_oa_B6,Ochrobactrum anthropi
240623_growth_phenotyping_oa_B6,Ochrobactrum anthropi
240623_growth_phenotyping_oa_A9,Ochrobactrum anthropi
240623_growth_phenotyping_oa_A9,Ochrobactrum anthropi
240623_growth_phenotyping_oa_A9,Ochrobactrum anthropi
240623_growth_phenotyping_oa_C12,Ochrobactrum anthropi
240623_growth_phenotyping_oa_C12,Ochrobactrum anthropi
240623_growth_phenotyping_oa_C12,Ochrobactrum anthropi
240623_growth_phenotyping_oa_C6,Ochrobactrum anthropi
240623_growth_phenotyping_oa_C6,Ochrobactrum anthropi
240623_growth_phenotyping_oa_C6,Ochrobactrum anthropi
240623_growth_phenotyping_oa_C3,Ochrobactrum anthropi
240623_growth_phenotyping_oa_C3,Ochrobactrum anthropi
240623_growth_phenotyping_oa_C3,Ochrobactrum anthropi
240623_growth_phenotyping_oa_D9,Ochrobactrum anthropi
240623_growth_phenotyping_oa_D9,Ochrobactrum anthropi
240623_growth_phenotyping_oa_D9,Ochrobactrum anthropi
240623_growth_phenotyping_oa_H9,Ochrobactrum anthropi
240623_growth_phenotyping_oa_H9,Ochrobactrum anthropi
240623_growth_phenotyping_oa_H9,Ochrobactrum anthropi
240623_growth_phenotyping_oa_B3,Ochrobactrum anthropi
240623_growth_phenotyping_oa_B3,Ochrobactrum anthropi
240623_growth_phenotyping_oa_B3,Ochrobactrum anthropi
240623_growth_phenotyping_oa_F9,Ochrobactrum anthropi
240623_growth_phenotyping_oa_F9,Ochrobactrum anthropi
240623_growth_phenotyping_oa_F9,Ochrobactrum anthropi
240623_growth_phenotyping_oa_F6,Ochrobactrum anthropi
240623_growth_phenotyping_oa_F6,Ochrobactrum anthropi
240623_growth_phenotyping_oa_F6,Ochrobactrum anthropi
240623_growth_phenotyping_oa_D12,Ochrobactrum anthropi
240623_growth_phenotyping_oa_D12,Ochrobactrum anthropi
240623_growth_phenotyping_oa_D12,Ochrobactrum anthropi
240623_growth_phenotyping_oa_A3,Ochrobactrum anthropi
240623_growth_phenotyping_oa_A3,Ochrobactrum anthropi
240623_growth_phenotyping_oa_A3,Ochrobactrum anthropi
240623_growth_phenotyping_oa_E12,Ochrobactrum anthropi
240623_growth_phenotyping_oa_E12,Ochrobactrum anthropi
240623_growth_phenotyping_oa_E12,Ochrobactrum anthropi
240623_growth_phenotyping_oa_F12,Ochrobactrum anthropi
240623_growth_phenotyping_oa_F12,Ochrobactrum anthropi
240623_growth_phenotyping_oa_F12,Ochrobactrum anthropi
240623_growth_phenotyping_oa_A6,Ochrobactrum anthropi
240623_growth_phenotyping_oa_A6,Ochrobactrum anthropi
240623_growth_phenotyping_oa_A6,Ochrobactrum anthropi
240623_growth_phenotyping_oa_G6,Ochrobactrum anthropi
240623_growth_phenotyping_oa_G6,Ochrobactrum anthropi
240623_growth_phenotyping_oa_G6,Ochrobactrum anthropi
240623_growth_phenotyping_oa_D3,Ochrobactrum anthropi
240623_growth_phenotyping_oa_D3,Ochrobactrum anthropi
240623_growth_phenotyping_oa_D3,Ochrobactrum anthropi
240623_growth_phenotyping_oa_G3,Ochrobactrum anthropi
240623_growth_phenotyping_oa_G3,Ochrobactrum anthropi
240623_growth_phenotyping_oa_G3,Ochrobactrum anthropi
240623_growth_phenotyping_oa_G9,Ochrobactrum anthropi
240623_growth_phenotyping_oa_G9,Ochrobactrum anthropi
240623_growth_phenotyping_oa_G9,Ochrobactrum anthropi
240623_growth_phenotyping_oa_F3,Ochrobactrum anthropi
240623_growth_phenotyping_oa_F3,Ochrobactrum anthropi
240623_growth_phenotyping_oa_F3,Ochrobactrum anthropi
240623_growth_phenotyping_oa_A12,Ochrobactrum anthropi
240623_growth_phenotyping_oa_A12,Ochrobactrum anthropi
240623_growth_phenotyping_oa_A12,Ochrobactrum anthropi
240623_growth_phenotyping_oa_E3,Ochrobactrum anthropi
240623_growth_phenotyping_oa_E3,Ochrobactrum anthropi
240623_growth_phenotyping_oa_E3,Ochrobactrum anthropi
240623_growth_phenotyping_oa_E9,Ochrobactrum anthropi
240623_growth_phenotyping_oa_E9,Ochrobactrum anthropi
240623_growth_phenotyping_oa_E9,Ochrobactrum anthropi
240623_growth_phenotyping_oa_H3,Ochrobactrum anthropi
240623_growth_phenotyping_oa_H3,Ochrobactrum anthropi
240623_growth_phenotyping_oa_H3,Ochrobactrum anthropi
