linegroup,species
nccr_mwf_phenotyping_Kq_109_D11,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_D12,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_E7,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_E8,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_E9,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_G10,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_G11,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_G12,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_B7,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_B8,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_B9,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_A10,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_A11,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_A12,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_B10,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_B11,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_B12,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_B1,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_B2,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_B3,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_H4,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_H5,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_H6,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_H10,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_H11,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_H12,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_D7,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_D8,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_D9,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_A4,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_A5,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Kq_109_A6,Klebsiella quasipneumoniae
nccr_mwf_phenotyping_Af_122_F10,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_F11,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_F12,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_D1,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_D2,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_D3,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_A7,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_A8,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_A9,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_E1,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_E2,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_E3,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_G1,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_G2,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_G3,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_H1,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_H2,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_H3,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_C1,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_C2,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_C3,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_C7,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_C8,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_C9,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_D4,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_D5,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_D6,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_G4,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_G5,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_G6,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_H7,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_H8,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_H9,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_C4,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_C5,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_C6,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_F1,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_F2,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_F3,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_A1,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_A2,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_A3,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_C10,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_C11,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_C12,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_E10,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_E11,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_E12,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_B4,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_B5,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_B6,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_E4,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_E5,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_E6,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_F4,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_F5,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_F6,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_F7,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_F8,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_F9,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_G7,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_G8,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_G9,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_D10,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_D11,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_D12,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_E7,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_E8,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_E9,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_G10,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_G11,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_G12,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_B7,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_B8,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_B9,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_A10,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_A11,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_A12,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_B10,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_B11,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_B12,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_B1,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_B2,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_B3,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_H4,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_H5,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_H6,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_H10,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_H11,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_H12,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_D7,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_D8,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_D9,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_A4,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_A5,Agrobacterium fabrum
nccr_mwf_phenotyping_Af_122_A6,Agrobacterium fabrum
nccr_mwf_phenotyping_Pr_119_F10,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_F11,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_F12,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_D1,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_D2,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_D3,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_A7,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_A8,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_A9,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_E1,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_E2,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_E3,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_G1,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_G2,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_G3,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_H1,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_H2,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_H3,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_C1,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_C2,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_C3,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_C7,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_C8,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_C9,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_D4,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_D5,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_D6,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_G4,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_G5,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_G6,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_H7,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_H8,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_H9,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_C4,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_C5,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_C6,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_F1,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_F2,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_F3,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_A1,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_A2,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_A3,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_C10,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_C11,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_C12,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_E10,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_E11,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_E12,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_B4,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_B5,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_B6,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_E4,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_E5,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_E6,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_F4,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_F5,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_F6,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_F7,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_F8,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_F9,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_G7,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_G8,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_G9,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_D10,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_D11,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_D12,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_E7,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_E8,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_E9,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_G10,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_G11,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_G12,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_B7,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_B8,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_B9,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_A10,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_A11,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_A12,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_B10,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_B11,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_B12,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_B1,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_B2,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_B3,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_H4,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_H5,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_H6,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_H10,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_H11,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_H12,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_D7,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_D8,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_D9,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_A4,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_A5,Providencia rettgeri
nccr_mwf_phenotyping_Pr_119_A6,Providencia rettgeri
nccr_mwf_phenotyping_Ea_108_F10,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_F11,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_F12,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_D1,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_D2,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_D3,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_A7,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_A8,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_A9,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_E1,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_E2,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_E3,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_G1,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_G2,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_G3,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_H1,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_H2,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_H3,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_C1,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_C2,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_C3,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_C7,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_C8,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_C9,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_D4,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_D5,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_D6,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_G4,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_G5,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_G6,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_H7,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_H8,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_H9,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_C4,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_C5,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_C6,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_F1,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_F2,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_F3,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_A1,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_A2,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_A3,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_C10,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_C11,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_C12,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_E10,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_E11,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_E12,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_B4,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_B5,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_B6,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_E4,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_E5,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_E6,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_F4,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_F5,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_F6,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_F7,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_F8,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_F9,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_G7,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_G8,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_G9,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_D10,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_D11,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_D12,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_E7,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_E8,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_E9,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_G10,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_G11,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_G12,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_B7,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_B8,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_B9,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_A10,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_A11,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_A12,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_B10,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_B11,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_B12,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_B1,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_B2,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_B3,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_H4,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_H5,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_H6,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_H10,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_H11,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_H12,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_D7,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_D8,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_D9,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_A4,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_A5,Enterococcus avium
nccr_mwf_phenotyping_Ea_108_A6,Enterococcus avium
nccr_mwf_phenotyping_Ac_103_F10,Aeromonas caviae
nccr_mwf_phenotyping_Ac_103_F11,Aeromonas caviae
nccr_mwf_phenotyping_Ac_103_F12,Aeromonas caviae
nccr_mwf_phenotyping_Ac_103_D1,Aeromonas caviae
nccr_mwf_phenotyping_Ac_103_D2,Aeromonas caviae
nccr_mwf_phenotyping_Ac_103_D3,Aeromonas caviae
nccr_mwf_phenotyping_Ac_103_A7,Aeromonas caviae
nccr_mwf_phenotyping_Ac_103_A8,Aeromonas caviae
nccr_mwf_phenotyping_Ac_103_A9,Aeromonas caviae
nccr_mwf_phenotyping_Ac_103_E1,Aeromonas caviae
nccr_mwf_phenotyping_Ac_103_E2,Aeromonas caviae
nccr_mwf_phenotyping_Ac_103_E3,Aeromonas caviae
nccr_mwf_phenotyping_Ac_103_G1,Aeromonas caviae
nccr_mwf_phenotyping_Ac_103_G2,Aeromonas caviae
nccr_mwf_phenotyping_Ac_103_G3,Aeromonas caviae
nccr_mwf_phenotyping_Ac_103_H1,Aeromonas caviae
nccr_mwf_phenotyping_Ac_103_H2,Aeromonas caviae
nccr_mwf_phenotyping_Ac_103_H3,Aeromonas caviae
nccr_mwf_phenotyping_Ac_103_C1,Aeromonas caviae
nccr_mwf_phenotyping_Ac_103_C2,Aeromonas caviae
nccr_mwf_phenotyping_Ac_103_C3,Aeromonas caviae
nccr_mwf_phenotyping_Ac_103_C7,Aeromonas caviae
nccr_mwf_phenotyping_Ac_103_C8,Aeromonas caviae
nccr_mwf_phenotyping_Ac_103_C9,Aeromonas caviae
nccr_mwf_phenotyping_Ac_103_D4,Aeromonas caviae
